category,msa,series_id,year,period,price_index
food,Los Angeles-Long Beach-Anaheim,CUURS49ASAF11,2019,M01,253.860
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M10,317.454
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M09,311.394
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M08,307.241
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M07,312.733
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M06,309.321
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M05,312.475
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M04,306.808
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M03,304.990
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M02,308.299
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2024,M01,304.770
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M12,305.719
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M11,310.711
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M10,311.778
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M09,312.784
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M08,309.729
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M07,307.194
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M06,308.360
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M05,308.426
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M04,308.809
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M03,308.175
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M02,308.584
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2023,M01,308.575
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M12,300.934
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M11,304.457
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M10,302.852
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M09,300.012
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M08,296.144
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M07,295.818
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M06,291.684
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M05,288.094
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M04,286.023
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M03,283.669
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M02,278.905
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2022,M01,275.784
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M12,275.096
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M11,273.672
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M10,273.541
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M09,268.668
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M08,266.110
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M07,288.650
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M06,285.426
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M05,284.104
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M04,281.902
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M03,280.382
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M02,279.336
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2021,M01,279.216
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M12,275.888
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M11,273.878
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M10,277.940
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M09,277.117
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M08,284.679
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M07,280.730
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M06,286.304
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M05,279.703
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M04,271.402
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M03,254.955
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M02,251.629
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2020,M01,251.465
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M12,250.513
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M11,250.919
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M10,252.022
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M09,253.165
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M08,254.360
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M07,255.944
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M06,252.597
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M05,254.410
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M04,254.366
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M03,257.378
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M02,255.469
food,Miami-Fort Lauderdale-West Palm Beach,CUURS35BSAF11,2019,M01,252.785
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M10,311.919
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M09,312.028
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M08,311.038
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M07,311.704
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M06,309.314
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M05,308.482
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M04,309.356
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M03,305.808
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M02,307.524
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2024,M01,310.237
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M12,306.160
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M11,308.287
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M10,308.830
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M09,308.961
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M08,310.516
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M07,309.994
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M06,310.605
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M05,309.762
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M04,309.218
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M03,312.507
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M02,310.439
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2023,M01,312.589
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M12,308.792
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M11,306.756
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M10,304.726
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M09,307.310
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M08,307.733
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M07,306.316
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M06,292.960
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M05,294.168
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M04,286.111
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M03,277.230
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M02,277.129
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2022,M01,274.683
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M12,267.844
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M11,266.603
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M10,269.944
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M09,270.355
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M08,265.787
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M07,264.104
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M06,259.188
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M05,257.953
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M04,256.044
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M03,258.456
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M02,257.756
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2021,M01,255.581
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M12,250.708
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M11,251.277
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M10,255.867
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M09,252.487
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M08,254.864
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M07,253.447
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M06,256.282
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M05,253.796
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M04,251.758
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M03,249.456
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M02,247.859
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2020,M01,246.746
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M12,246.304
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M11,245.759
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M10,249.107
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M09,247.293
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M08,249.176
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M07,245.440
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M06,245.144
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M05,248.120
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M04,245.550
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M03,248.732
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M02,250.015
food,Minneapolis-St. Paul-Bloomington,CUURS24ASAF11,2019,M01,247.050
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M10,319.668
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M09,320.248
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M08,316.518
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M07,316.680
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M06,318.218
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M05,315.821
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M04,318.325
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M03,315.211
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M02,315.929
food,New York-Newark-Jersey City,CUURS12ASAF11,2024,M01,317.847
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M12,315.692
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M11,316.301
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M10,317.787
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M09,315.621
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M08,313.259
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M07,314.574
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M06,314.529
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M05,313.418
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M04,317.146
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M03,316.315
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M02,316.115
food,New York-Newark-Jersey City,CUURS12ASAF11,2023,M01,315.610
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M12,313.065
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M11,312.627
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M10,310.550
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M09,308.665
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M08,309.877
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M07,308.723
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M06,301.169
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M05,301.121
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M04,298.825
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M03,293.548
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M02,291.811
food,New York-Newark-Jersey City,CUURS12ASAF11,2022,M01,287.860
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M12,284.340
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M11,283.223
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M10,281.298
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M09,280.498
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M08,276.818
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M07,275.851
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M06,273.446
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M05,271.019
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M04,271.550
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M03,268.347
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M02,267.500
food,New York-Newark-Jersey City,CUURS12ASAF11,2021,M01,267.564
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M12,268.160
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M11,267.638
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M10,268.221
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M09,268.109
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M08,269.424
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M07,270.732
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M06,272.888
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M05,274.785
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M04,270.644
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M03,261.184
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M02,260.651
food,New York-Newark-Jersey City,CUURS12ASAF11,2020,M01,261.131
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M12,258.504
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M11,256.906
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M10,260.764
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M09,258.462
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M08,258.183
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M07,257.017
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M06,258.911
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M05,256.611
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M04,258.348
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M03,259.546
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M02,258.689
food,New York-Newark-Jersey City,CUURS12ASAF11,2019,M01,259.288
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M10,312.062
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M09,312.231
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M08,310.453
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M07,307.358
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M06,307.039
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M05,307.671
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M04,309.060
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M03,307.840
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M02,307.428
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2024,M01,307.361
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M12,305.691
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M11,301.904
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M10,303.087
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M09,301.027
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M08,301.578
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M07,302.456
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M06,303.060
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M05,303.063
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M04,304.500
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M03,307.297
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M02,303.871
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2023,M01,300.012
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M12,295.471
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M11,297.452
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M10,299.016
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M09,296.926
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M08,293.263
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M07,290.387
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M06,285.113
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M05,283.325
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M04,277.623
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M03,274.166
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M02,268.158
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2022,M01,262.521
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M12,258.670
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M11,259.870
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M10,256.523
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M09,253.350
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M08,250.781
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M07,250.363
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M06,252.121
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M05,246.725
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M04,246.590
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M03,245.960
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M02,243.619
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2021,M01,248.120
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M12,248.563
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M11,248.246
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M10,246.780
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M09,246.760
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M08,249.641
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M07,251.468
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M06,254.671
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M05,253.526
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M04,252.920
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M03,246.260
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M02,244.607
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2020,M01,243.941
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M12,240.901
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M11,243.276
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M10,241.510
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M09,242.112
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M08,241.908
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M07,242.498
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M06,240.573
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M05,241.410
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M04,240.148
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M03,243.526
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M02,238.846
food,Philadelphia-Camden-Wilmington,CUURS12BSAF11,2019,M01,240.516
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M10,184.364
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M09,186.136
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M08,186.561
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M07,187.092
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M06,182.606
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M05,185.014
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M04,184.268
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M03,183.812
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M02,182.427
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2024,M01,184.171
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M12,182.089
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M11,180.880
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M10,182.841
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M09,183.818
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M08,184.490
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M07,182.430
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M06,180.963
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M05,182.349
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M04,180.876
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M03,181.167
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M02,183.177
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2023,M01,181.502
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M12,179.806
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M11,177.641
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M10,179.262
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M09,180.104
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M08,180.037
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M07,176.252
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M06,172.469
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M05,172.113
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M04,171.593
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M03,168.207
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M02,168.694
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2022,M01,164.460
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M12,161.638
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M11,161.562
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M10,158.864
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M09,157.006
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M08,155.553
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M07,153.719
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M06,153.867
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M05,154.080
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M04,156.925
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M03,153.548
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M02,153.238
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2021,M01,152.969
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M12,152.179
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M11,151.074
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M10,150.911
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M09,150.656
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M08,150.609
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M07,152.648
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M06,153.259
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M05,153.166
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M04,152.830
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M03,148.278
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M02,146.696
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2020,M01,146.672
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2019,M12,145.678
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2019,M11,147.399
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2019,M10,146.811
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2019,M09,146.800
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2019,M08,144.524
food,Phoenix-Mesa-Chandler,CUURS48ASAF11,2019,M07,147.015
