GeoFips,GeoName,LineCode,Description,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,rpp_change_20_22,msa,state,msa_short
25980,"hinesville, ga (metropolitan statistical area)",5.0,  rpps: services: other,95.034,91.863,93.293,94.263,97.754,97.345,98.335,97.561,96.165,94.899,97.525,95.651,95.137,99.371,99.432,4.5145421865310045,hinesville,ga,hinesville
26140,"homosassa springs, fl (metropolitan statistical area)",1.0,rpps: all items,90.303,91.667,90.915,90.274,92.685,91.833,91.993,91.582,90.093,88.589,93.862,90.877,89.896,93.718,94.778,5.430719943045302,homosassa springs,fl,homosassa springs
26140,"homosassa springs, fl (metropolitan statistical area)",2.0,  rpps: goods,93.678,90.65,96.295,93.663,90.23,92.89,91.188,90.365,92.048,91.41,95.354,95.335,95.251,95.784,95.27,0.01994729714122817,homosassa springs,fl,homosassa springs
26140,"homosassa springs, fl (metropolitan statistical area)",3.0,  rpps: services: housing,74.745,92.325,76.353,73.877,84.657,73.508,75.492,78.81,73.445,69.347,81.674,71.265,70.022,78.292,82.542,17.88009482733997,homosassa springs,fl,homosassa springs
26140,"homosassa springs, fl (metropolitan statistical area)",4.0,  rpps: services: utilities,90.596,92.164,89.871,88.953,93.366,88.709,94.078,93.54,89.079,91.289,87.679,89.401,86.011,85.556,90.672,5.419074304449432,homosassa springs,fl,homosassa springs
26140,"homosassa springs, fl (metropolitan statistical area)",5.0,  rpps: services: other,94.838,92.054,94.217,95.343,98.151,99.713,99.873,98.209,96.635,95.159,98.827,95.938,95.897,99.643,99.852,4.1242166074016895,homosassa springs,fl,homosassa springs
26300,"hot springs, ar (metropolitan statistical area)",1.0,rpps: all items,86.624,84.772,86.66,88.753,88.108,87.415,85.164,86.048,88.382,85.7,85.721,86.243,87.268,88.673,85.919,-1.5458128981986567,hot springs,ar,hot springs
26300,"hot springs, ar (metropolitan statistical area)",2.0,  rpps: goods,94.636,92.166,96.411,94.767,91.032,92.835,91.111,90.578,92.025,91.429,93.054,94.726,94.387,95.67,92.99,-1.4800767054785147,hot springs,ar,hot springs
26300,"hot springs, ar (metropolitan statistical area)",3.0,  rpps: services: housing,59.533,60.735,62.813,68.928,65.004,60.303,56.966,59.004,66.608,58.083,56.869,56.568,58.451,60.584,56.788,-2.845118133137164,hot springs,ar,hot springs
26300,"hot springs, ar (metropolitan statistical area)",4.0,  rpps: services: utilities,76.836,75.329,75.494,75.671,80.92,80.155,80.94,85.39,85.102,86.453,78.459,78.215,81.233,82.098,80.061,-1.4427634089594092,hot springs,ar,hot springs
26300,"hot springs, ar (metropolitan statistical area)",5.0,  rpps: services: other,95.268,92.991,94.197,95.531,97.726,98.292,98.844,97.596,96.347,94.904,97.946,97.218,99.518,97.292,96.071,-3.463695009947952,hot springs,ar,hot springs
26380,"houma-thibodaux, la (metropolitan statistical area)",1.0,rpps: all items,90.445,89.183,94.4,94.283,95.139,95.725,93.886,94.228,95.074,93.997,89.801,90.868,92.102,88.394,88.515,-3.89459512279864,houma-thibodaux,la,houma
26380,"houma-thibodaux, la (metropolitan statistical area)",2.0,  rpps: goods,97.135,94.994,96.866,96.834,97.114,97.213,97.895,96.774,97.215,97.123,93.542,95.052,94.559,95.153,93.857,-0.7423936378345776,houma-thibodaux,la,houma
26380,"houma-thibodaux, la (metropolitan statistical area)",3.0,  rpps: services: housing,60.083,58.788,77.974,73.822,78.181,82.816,71.644,75.219,73.918,72.862,64.808,68.583,72.049,53.083,57.728,-19.87675054476815,houma-thibodaux,la,houma
26380,"houma-thibodaux, la (metropolitan statistical area)",4.0,  rpps: services: utilities,89.259,73.641,80.991,78.894,74.461,79.583,80.001,78.044,77.063,76.301,76.1,76.872,75.904,80.891,83.101,9.481713743676226,houma-thibodaux,la,houma
26380,"houma-thibodaux, la (metropolitan statistical area)",5.0,  rpps: services: other,98.44,98.246,99.77,101.263,101.491,100.771,100.656,101.394,102.837,100.947,98.287,97.132,99.569,98.907,97.511,-2.0669083750966735,houma-thibodaux,la,houma
26420,"houston-the woodlands-sugar land, tx (metropolitan statistical area)",1.0,rpps: all items,99.444,100.537,100.95,98.585,99.959,101.013,102.123,103.042,102.334,99.906,101.708,101.309,99.976,99.533,98.762,-1.214291429943185,houston-the woodlands-sugar land,tx,houston
26420,"houston-the woodlands-sugar land, tx (metropolitan statistical area)",2.0,  rpps: goods,95.949,98.055,99.531,97.475,98.926,97.555,98.802,98.744,97.517,96.206,99.007,98.254,96.677,97.429,97.881,1.245384114111933,houston-the woodlands-sugar land,tx,houston
26420,"houston-the woodlands-sugar land, tx (metropolitan statistical area)",3.0,  rpps: services: housing,100.175,102.121,103.778,99.602,103.724,104.233,107.821,108.794,110.124,108.692,108.238,107.605,107.8,105.908,108.033,0.2161410018552914,houston-the woodlands-sugar land,tx,houston
26420,"houston-the woodlands-sugar land, tx (metropolitan statistical area)",4.0,  rpps: services: utilities,101.453,95.293,97.639,97.431,95.174,95.841,94.546,83.791,92.472,85.708,83.053,91.196,86.48,89.151,92.265,6.689407955596666,houston-the woodlands-sugar land,tx,houston
26420,"houston-the woodlands-sugar land, tx (metropolitan statistical area)",5.0,  rpps: services: other,101.981,102.302,101.345,99.203,99.954,103.151,103.575,105.964,104.299,100.977,102.979,102.282,100.878,99.879,97.119,-3.7262832332123956,houston-the woodlands-sugar land,tx,houston
26580,"huntington-ashland, wv-ky-oh (metropolitan statistical area)",1.0,rpps: all items,88.101,87.798,88.127,91.128,89.596,89.232,90.401,89.997,90.453,88.844,88.331,87.189,86.859,88.73,88.535,1.929564006032768,huntington-ashland,wv-ky-oh,huntington
26580,"huntington-ashland, wv-ky-oh (metropolitan statistical area)",2.0,  rpps: goods,97.105,95.003,96.782,96.544,96.549,96.784,97.374,95.986,96.824,96.595,94.982,95.487,95.012,96.214,94.52,-0.5178293268218799,huntington-ashland,wv-ky-oh,huntington
26580,"huntington-ashland, wv-ky-oh (metropolitan statistical area)",3.0,  rpps: services: housing,54.882,57.107,53.733,61.051,55.675,54.906,58.052,56.887,58.125,52.844,56.248,54.413,55.055,53.994,51.035,-7.301789119970945,huntington-ashland,wv-ky-oh,huntington
26580,"huntington-ashland, wv-ky-oh (metropolitan statistical area)",4.0,  rpps: services: utilities,76.643,79.387,82.687,83.8,84.4,83.304,84.106,86.432,87.408,84.009,84.849,85.839,86.002,84.88,85.604,-0.46277993535033624,huntington-ashland,wv-ky-oh,huntington
26580,"huntington-ashland, wv-ky-oh (metropolitan statistical area)",5.0,  rpps: services: other,98.616,97.914,99.257,101.16,101.396,100.579,100.54,101.057,101.938,100.628,98.05,95.665,95.636,99.462,100.291,4.867413944539715,huntington-ashland,wv-ky-oh,huntington
26620,"huntsville, al (metropolitan statistical area)",1.0,rpps: all items,92.061,91.097,92.496,93.781,93.975,93.583,92.661,92.647,93.525,94.002,89.819,91.245,90.678,91.428,92.684,2.2122234720659923,huntsville,al,huntsville
26620,"huntsville, al (metropolitan statistical area)",2.0,  rpps: goods,96.729,94.838,96.452,96.374,96.68,97.155,97.7,96.396,97.111,97.036,92.5,94.647,94.366,93.939,94.618,0.2670453341245738,huntsville,al,huntsville
26620,"huntsville, al (metropolitan statistical area)",3.0,  rpps: services: housing,68.625,65.325,66.031,69.849,69.797,69.848,64.071,65.095,65.305,69.787,67.299,68.859,70.443,72.946,76.845,9.0881989693795,huntsville,al,huntsville
26620,"huntsville, al (metropolitan statistical area)",4.0,  rpps: services: utilities,91.894,91.725,93.878,93.94,94.096,92.126,92.482,92.602,92.544,90.933,87.249,86.036,84.623,86.564,88.065,4.067452111128172,huntsville,al,huntsville
26620,"huntsville, al (metropolitan statistical area)",5.0,  rpps: services: other,98.479,98.044,99.838,101.428,101.775,100.582,100.359,100.978,102.174,100.795,95.902,96.87,96.507,96.06,96.923,0.43105681453158506,huntsville,al,huntsville
26820,"idaho falls, id (metropolitan statistical area)",1.0,rpps: all items,95.27,93.89,91.203,93.711,93.213,91.768,87.934,94.972,95.439,95.508,90.834,91.981,90.96,90.373,90.942,-0.0197889182058055,idaho falls,id,idaho falls
26820,"idaho falls, id (metropolitan statistical area)",2.0,  rpps: goods,102.517,100.219,99.958,99.948,97.265,95.332,97.684,103.518,105.035,103.077,95.976,98.728,95.203,96.401,95.643,0.46217030975914386,idaho falls,id,idaho falls
26820,"idaho falls, id (metropolitan statistical area)",3.0,  rpps: services: housing,75.241,76.107,69.01,75.238,77.559,71.892,53.849,70.707,79.805,75.612,72.341,72.578,74.43,76.785,83.236,11.831250839715164,idaho falls,id,idaho falls
26820,"idaho falls, id (metropolitan statistical area)",4.0,  rpps: services: utilities,65.12,71.035,73.604,74.602,77.003,79.291,79.896,81.12,85.074,79.954,73.833,73.786,74.081,68.304,66.121,-10.744995342935445,idaho falls,id,idaho falls
26820,"idaho falls, id (metropolitan statistical area)",5.0,  rpps: services: other,102.299,99.502,97.284,99.028,97.51,99.3,98.928,98.98,95.549,99.273,95.46,96.365,95.645,92.014,91.797,-4.023210831721469,idaho falls,id,idaho falls
26900,"indianapolis-carmel-anderson, in (metropolitan statistical area)",1.0,rpps: all items,96.574,96.144,95.957,94.363,94.894,95.712,94.732,94.292,94.164,93.253,94.729,95.192,93.588,94.774,93.708,0.12822156686755198,indianapolis-carmel-anderson,in,indianapolis
26900,"indianapolis-carmel-anderson, in (metropolitan statistical area)",2.0,  rpps: goods,97.998,97.381,96.531,96.311,97.51,97.382,98.587,97.984,97.327,95.442,97.314,95.634,93.981,94.635,93.008,-1.0353156489077568,indianapolis-carmel-anderson,in,indianapolis
26900,"indianapolis-carmel-anderson, in (metropolitan statistical area)",3.0,  rpps: services: housing,86.656,85.847,89.901,87.01,86.653,89.071,84.013,87.266,84.365,84.677,85.317,85.3,81.986,86.292,84.641,3.238357768399484,indianapolis-carmel-anderson,in,indianapolis
26900,"indianapolis-carmel-anderson, in (metropolitan statistical area)",4.0,  rpps: services: utilities,89.015,91.671,83.772,88.973,88.543,88.474,84.183,84.444,81.733,88.265,92.188,89.698,91.056,91.999,88.821,-2.4545334739061673,indianapolis-carmel-anderson,in,indianapolis
26900,"indianapolis-carmel-anderson, in (metropolitan statistical area)",5.0,  rpps: services: other,99.556,99.2,98.56,95.662,96.058,97.141,96.222,94.584,95.906,94.625,95.975,98.295,97.519,97.696,97.331,-0.19278294486202932,indianapolis-carmel-anderson,in,indianapolis
26980,"iowa city, ia (metropolitan statistical area)",1.0,rpps: all items,95.821,95.053,97.313,96.346,96.527,97.175,97.678,95.139,95.54,94.715,94.853,95.787,95.715,92.972,91.338,-4.5729509481272625,iowa city,ia,iowa city
26980,"iowa city, ia (metropolitan statistical area)",2.0,  rpps: goods,96.149,96.17,96.294,96.012,97.085,96.875,98.228,97.975,97.241,95.819,95.816,97.252,95.581,94.182,93.337,-2.347746937152781,iowa city,ia,iowa city
26980,"iowa city, ia (metropolitan statistical area)",3.0,  rpps: services: housing,87.611,83.771,98.491,102.83,98.68,100.833,104.256,94.079,94.579,95.503,87.136,90.035,93.377,82.423,83.398,-10.68678582520321,iowa city,ia,iowa city
26980,"iowa city, ia (metropolitan statistical area)",4.0,  rpps: services: utilities,90.922,92.701,90.662,90.275,89.213,89.269,84.287,83.082,82.031,88.593,97.411,97.178,97.992,99.751,99.901,1.9481182137317248,iowa city,ia,iowa city
26980,"iowa city, ia (metropolitan statistical area)",5.0,  rpps: services: other,98.958,98.642,98.173,94.916,95.768,96.647,96.019,94.176,95.444,93.96,96.3,96.439,96.493,95.294,92.045,-4.609660804410676,iowa city,ia,iowa city
27060,"ithaca, ny (metropolitan statistical area)",1.0,rpps: all items,100.406,102.649,100.317,101.717,101.951,99.866,100.021,103.539,102.191,104.991,101.503,103.908,101.346,102.345,98.711,-2.6000039468750664,ithaca,ny,ithaca
27060,"ithaca, ny (metropolitan statistical area)",2.0,  rpps: goods,101.337,101.527,98.336,98.033,96.955,97.102,97.027,98.772,98.187,98.469,100.143,97.155,98.524,95.437,96.429,-2.126385449230643,ithaca,ny,ithaca
27060,"ithaca, ny (metropolitan statistical area)",3.0,  rpps: services: housing,90.64,103.256,99.83,111.304,116.524,95.423,109.224,119.291,108.223,124.453,112.438,136.116,111.001,124.583,106.542,-4.017080927198856,ithaca,ny,ithaca
27060,"ithaca, ny (metropolitan statistical area)",4.0,  rpps: services: utilities,140.224,140.098,135.793,134.398,130.224,131.931,132.701,124.243,122.526,125.561,131.827,131.596,132.013,134.136,131.333,-0.5151007855287031,ithaca,ny,ithaca
27060,"ithaca, ny (metropolitan statistical area)",5.0,  rpps: services: other,101.171,101.348,100.183,99.528,99.769,101.565,98.162,101.596,101.992,102.8,98.218,98.854,99.531,99.966,96.712,-2.8322834091890994,ithaca,ny,ithaca
27100,"jackson, mi (metropolitan statistical area)",1.0,rpps: all items,96.846,93.092,92.351,93.952,93.484,91.443,93.34,91.125,92.978,91.332,92.977,93.232,92.075,93.524,91.318,-0.8221558512082595,jackson,mi,jackson
27100,"jackson, mi (metropolitan statistical area)",2.0,  rpps: goods,99.033,97.544,96.553,96.01,97.244,97.048,98.428,97.781,96.851,94.917,97.041,95.815,93.651,94.268,91.857,-1.9156228977800525,jackson,mi,jackson
27100,"jackson, mi (metropolitan statistical area)",3.0,  rpps: services: housing,86.118,69.613,67.315,80,74.788,63.363,75.107,67.675,76.174,73.809,76.386,73.68,72.616,77.324,71.674,-1.2972347691968618,jackson,mi,jackson
27100,"jackson, mi (metropolitan statistical area)",4.0,  rpps: services: utilities,93.149,100.722,103.356,105.382,105.702,104.916,98.267,98.1,97.947,99.242,103.083,100.489,104.061,107.226,97.001,-6.784482178722097,jackson,mi,jackson
27100,"jackson, mi (metropolitan statistical area)",5.0,  rpps: services: other,100.171,99.777,99.242,97.004,97.109,97.972,96.634,95.049,96.387,95.282,96.371,98.501,97.754,97.812,98.0,0.25165210630766527,jackson,mi,jackson
27140,"jackson, ms (metropolitan statistical area)",1.0,rpps: all items,91.949,91.378,93.567,93.372,93.323,93.282,92.999,93.228,93.893,92.94,89.021,88.72,88.987,88.702,90.365,1.5485407980941037,jackson,ms,jackson
27140,"jackson, ms (metropolitan statistical area)",2.0,  rpps: goods,96.773,94.459,96.639,96.318,95.794,96.365,96.799,95.529,96.291,96.044,93.138,94.954,94.662,94.254,94.178,-0.5112928102089633,jackson,ms,jackson
27140,"jackson, ms (metropolitan statistical area)",3.0,  rpps: services: housing,69.633,73.558,76.639,72.612,72.45,72.385,69.694,73.504,73.246,71.974,67.216,61.788,66.877,65.343,68.358,2.214513210819877,jackson,ms,jackson
27140,"jackson, ms (metropolitan statistical area)",4.0,  rpps: services: utilities,88.352,84.561,84.917,84.304,84.986,85.97,88.816,89.278,84.91,84.681,79.809,78.295,77.805,80.598,80.861,3.9277681382944505,jackson,ms,jackson
27140,"jackson, ms (metropolitan statistical area)",5.0,  rpps: services: other,97.737,97.12,98.999,100.906,100.906,100.409,100.272,100.355,100.938,99.461,95.676,96.142,95.233,94.685,96.929,1.7808952778973652,jackson,ms,jackson
27180,"jackson, tn (metropolitan statistical area)",1.0,rpps: all items,86.094,82.673,85.313,85.819,87.519,85.087,86.996,87.213,85.919,85.934,84.243,84.261,83.879,85.218,86.84,3.5300850033977498,jackson,tn,jackson
27180,"jackson, tn (metropolitan statistical area)",2.0,  rpps: goods,94.365,91.265,96.106,94.073,90.667,92.826,91.607,90.918,92.044,91.307,92.353,94.569,94.297,93.902,94.401,0.1102898289447164,jackson,tn,jackson
27180,"jackson, tn (metropolitan statistical area)",3.0,  rpps: services: housing,56.596,54.992,54.465,55.748,62.32,50.543,58.962,57.874,55.475,59.513,50.121,49.514,50.667,53.523,57.076,12.649258886454692,jackson,tn,jackson
27180,"jackson, tn (metropolitan statistical area)",4.0,  rpps: services: utilities,76.621,77.164,77.307,80.915,84.22,81.223,83.742,84.62,85.008,85.597,79.252,77.296,75.48,76.927,78.568,4.091149973502906,jackson,tn,jackson
27180,"jackson, tn (metropolitan statistical area)",5.0,  rpps: services: other,95.037,92.125,93.774,94.67,97.575,97.595,98.497,97.348,95.958,94.263,94.475,95.903,95.119,94.54,96.509,1.461327389901072,jackson,tn,jackson
27260,"jacksonville, fl (metropolitan statistical area)",1.0,rpps: all items,99.553,97.845,98.59,99.147,98.937,98.237,99.237,99.232,99.302,98.737,97.003,95.965,96.376,98.707,98.476,2.178965717606037,jacksonville,fl,jacksonville
27260,"jacksonville, fl (metropolitan statistical area)",2.0,  rpps: goods,97.687,95.632,96.809,96.859,97.181,97.05,97.473,96.739,97.047,97.236,95.354,95.335,95.251,95.784,95.27,0.01994729714122817,jacksonville,fl,jacksonville
27260,"jacksonville, fl (metropolitan statistical area)",3.0,  rpps: services: housing,105.689,102.082,100.805,99.93,99.108,97.991,100.313,99.28,97.499,97.919,96.25,98.705,101.783,105.066,103.377,1.5660768497686197,jacksonville,fl,jacksonville
27260,"jacksonville, fl (metropolitan statistical area)",4.0,  rpps: services: utilities,96.636,98.687,96.155,94.388,92.121,90.349,94.043,91.143,86.255,84.963,87.463,88.766,85.825,85.684,90.713,5.6953102242936104,jacksonville,fl,jacksonville
27260,"jacksonville, fl (metropolitan statistical area)",5.0,  rpps: services: other,99.042,97.86,99.238,100.835,100.549,99.624,100.45,101.411,102.164,100.771,98.827,95.938,95.897,99.643,99.852,4.1242166074016895,jacksonville,fl,jacksonville
27340,"jacksonville, nc (metropolitan statistical area)",1.0,rpps: all items,93.866,94.307,96.142,97.594,95.467,93.721,94.187,92.995,93.715,92.862,90.855,90.197,88.371,89.549,92.578,4.760611512826615,jacksonville,nc,jacksonville
27340,"jacksonville, nc (metropolitan statistical area)",2.0,  rpps: goods,97.359,95.369,96.939,96.925,97.146,97.008,97.304,96.362,97.101,97.099,95.77,95.73,95.456,96.316,95.823,0.3844703318806468,jacksonville,nc,jacksonville
27340,"jacksonville, nc (metropolitan statistical area)",3.0,  rpps: services: housing,79.529,86.187,88.382,93.85,81.879,75.337,77.535,74.012,74.137,73.677,68.699,70.561,66.438,61.672,72.657,9.360606881603891,jacksonville,nc,jacksonville
27340,"jacksonville, nc (metropolitan statistical area)",4.0,  rpps: services: utilities,83.74,84.951,87.763,86.568,89.48,88.42,89.312,89.337,85.98,81.612,84.81,87.044,85.882,82.898,81.951,-4.577210591276415,jacksonville,nc,jacksonville
27340,"jacksonville, nc (metropolitan statistical area)",5.0,  rpps: services: other,98.687,98.094,99.645,101.149,100.771,100.316,100.564,101.115,102.371,100.564,98.288,95.838,95.486,99.639,99.623,4.332572314265966,jacksonville,nc,jacksonville
27500,"janesville-beloit, wi (metropolitan statistical area)",1.0,rpps: all items,94.551,94.738,96.31,94.808,95.004,94.401,95.443,92.831,92.846,92.489,93.943,94.095,91.549,92.951,91.72,0.18678521884454474,janesville-beloit,wi,janesville
27500,"janesville-beloit, wi (metropolitan statistical area)",2.0,  rpps: goods,98.966,97.859,96.71,95.976,97.15,97.072,98.811,98.451,97.656,95.501,97.686,96.294,94.085,94.601,91.74,-2.492427060636657,janesville-beloit,wi,janesville
27500,"janesville-beloit, wi (metropolitan statistical area)",3.0,  rpps: services: housing,71.739,76.249,86.433,85.635,84.762,76.68,85.844,75.328,75.503,79.394,80.082,78.441,70.286,76.5,77.018,9.578009845488431,janesville-beloit,wi,janesville
27500,"janesville-beloit, wi (metropolitan statistical area)",4.0,  rpps: services: utilities,101.596,105.142,101.743,103.057,101.445,99.989,95.666,91.937,88.421,94.848,98.905,93.202,93.794,95.434,90.291,-3.734780476363094,janesville-beloit,wi,janesville
27500,"janesville-beloit, wi (metropolitan statistical area)",5.0,  rpps: services: other,99.945,99.545,98.927,96.734,96.82,98.084,96.437,94.985,96.1,95.046,95.491,98.186,97.74,97.791,97.497,-0.24861878453038164,janesville-beloit,wi,janesville
27620,"jefferson city, mo (metropolitan statistical area)",1.0,rpps: all items,81.391,84.722,87.823,87.468,89.985,88.379,86.886,86.796,85.85,82.552,89.305,91.17,89.083,88.166,87.127,-2.1957051289247143,jefferson city,mo,jefferson city
27620,"jefferson city, mo (metropolitan statistical area)",2.0,  rpps: goods,76.515,85.26,94.144,94.579,95.569,95.03,95.847,96.329,94.811,93.991,95.155,97.168,95.836,94.162,93.769,-2.156809549647307,jefferson city,mo,jefferson city
27620,"jefferson city, mo (metropolitan statistical area)",3.0,  rpps: services: housing,60.63,59.502,60.317,62.087,66.681,62.88,54.571,60.877,60.716,49.29,57.24,67.665,59.099,58.91,60.114,1.717457148175097,jefferson city,mo,jefferson city
27620,"jefferson city, mo (metropolitan statistical area)",4.0,  rpps: services: utilities,74.732,77.404,82.42,79.233,80.671,83.388,81.174,85.047,85.539,86.673,92.737,92.489,92.782,89.881,90.268,-2.7095772886982346,jefferson city,mo,jefferson city
27620,"jefferson city, mo (metropolitan statistical area)",5.0,  rpps: services: other,93.627,94.384,94.386,91.827,94.178,93.715,93.7,90.388,89.226,88.526,96.377,96.317,96.607,95.197,91.863,-4.910617243056921,jefferson city,mo,jefferson city
27740,"johnson city, tn (metropolitan statistical area)",1.0,rpps: all items,91.56,89.878,90.605,91.849,93.427,89.689,91.506,91.487,91.608,90.011,86.369,89.158,88.533,86.978,87.454,-1.218754588684454,johnson city,tn,johnson city
27740,"johnson city, tn (metropolitan statistical area)",2.0,  rpps: goods,97.288,95.094,96.871,96.777,97.073,97.219,97.721,96.467,97.228,97.135,92.353,94.569,94.297,93.902,94.401,0.1102898289447164,johnson city,tn,johnson city
27740,"johnson city, tn (metropolitan statistical area)",3.0,  rpps: services: housing,69.721,67.465,62.294,65.214,69.604,59.728,64.177,64.892,60.305,58.281,58.26,67.122,66.811,59.829,56.222,-15.849186511203254,johnson city,tn,johnson city
27740,"johnson city, tn (metropolitan statistical area)",4.0,  rpps: services: utilities,80.586,81.183,81.867,84.58,84.008,82.417,84.539,83.302,82.451,80.025,77.112,75.678,73.3,75.531,77.423,5.624829467939979,johnson city,tn,johnson city
27740,"johnson city, tn (metropolitan statistical area)",5.0,  rpps: services: other,98.117,97.838,99.935,101.654,101.85,100.653,100.302,101.207,102.703,100.776,94.475,95.903,95.119,94.54,96.509,1.461327389901072,johnson city,tn,johnson city
27780,"johnstown, pa (metropolitan statistical area)",1.0,rpps: all items,90.828,91.072,90.58,88.942,86.869,88.636,89.193,88.645,88.733,90.787,89.323,87.13,87.506,86.082,87.415,-0.1039928690604004,johnstown,pa,johnstown
27780,"johnstown, pa (metropolitan statistical area)",2.0,  rpps: goods,101.025,101.088,98.048,97.825,97.683,97.847,97.952,99.354,98.543,99.485,100.465,97.219,98.725,95.681,97.668,-1.0706507976702841,johnstown,pa,johnstown
27780,"johnstown, pa (metropolitan statistical area)",3.0,  rpps: services: housing,50.956,48.905,52.865,51.132,47.939,44.579,52.749,47.605,47.019,51.896,52.576,45.517,48.621,43.779,51.158,5.217909956603112,johnstown,pa,johnstown
27780,"johnstown, pa (metropolitan statistical area)",4.0,  rpps: services: utilities,114.343,117.663,110.361,112.495,106.192,105.766,104.422,103.532,107.132,112.082,116.144,117.488,113.157,112.179,111.246,-1.6888040510087767,johnstown,pa,johnstown
27780,"johnstown, pa (metropolitan statistical area)",5.0,  rpps: services: other,101.318,101.628,100.176,98.963,98.866,101.437,97.869,100.54,101.118,102.544,97.936,98.943,99.289,99.964,96.562,-2.746527812748647,johnstown,pa,johnstown
27860,"jonesboro, ar (metropolitan statistical area)",1.0,rpps: all items,84.184,81.81,83.915,85.297,85.769,85.047,85.502,85.493,84.751,85.472,84.655,85.432,85.496,86.685,86.189,0.8105642369233624,jonesboro,ar,jonesboro
27860,"jonesboro, ar (metropolitan statistical area)",2.0,  rpps: goods,94.636,92.166,96.411,94.767,91.032,92.835,91.111,90.578,92.025,91.429,93.054,94.726,94.387,95.67,92.99,-1.4800767054785147,jonesboro,ar,jonesboro
27860,"jonesboro, ar (metropolitan statistical area)",3.0,  rpps: services: housing,50.043,47.212,47.071,53.007,56.221,50.009,53.1,53.658,50.641,52.795,48.686,50.78,47.889,53.28,54.806,14.443817995781899,jonesboro,ar,jonesboro
27860,"jonesboro, ar (metropolitan statistical area)",4.0,  rpps: services: utilities,79.238,77.099,76.573,76.799,81.678,80.686,80.755,85.024,85.256,86.315,79.185,78.29,82.159,82.852,81.326,-1.0138877055465774,jonesboro,ar,jonesboro
27860,"jonesboro, ar (metropolitan statistical area)",5.0,  rpps: services: other,95.268,92.991,94.197,95.531,97.726,98.292,98.844,97.596,96.347,94.904,97.946,97.218,99.518,97.292,96.071,-3.463695009947952,jonesboro,ar,jonesboro
27900,"joplin, mo (metropolitan statistical area)",1.0,rpps: all items,91.616,90.247,90.02,90.134,90.647,90.722,90.459,90.069,89.022,87.975,87.796,89.587,88.253,87.982,85.039,-3.641802544955977,joplin,mo,joplin
27900,"joplin, mo (metropolitan statistical area)",2.0,  rpps: goods,99.376,97.745,96.715,96.427,97.253,97.141,98.372,97.941,97.282,95.513,95.155,97.168,95.836,94.162,93.769,-2.156809549647307,joplin,mo,joplin
27900,"joplin, mo (metropolitan statistical area)",3.0,  rpps: services: housing,62.815,59.294,58.692,63.171,62.778,63.121,62.404,64.846,57.771,57.702,55.999,59.688,56.043,57.602,52.438,-6.432560712310186,joplin,mo,joplin
27900,"joplin, mo (metropolitan statistical area)",4.0,  rpps: services: utilities,83.585,87.207,85.432,90.416,90.373,90.922,83.781,86.78,83.335,89.725,92.939,92.647,92.818,89.988,91.87,-1.0213536167553634,joplin,mo,joplin
27900,"joplin, mo (metropolitan statistical area)",5.0,  rpps: services: other,99.67,99.286,98.729,96.165,96.72,97.405,96.404,94.853,96.245,94.838,96.377,96.317,96.607,95.197,91.863,-4.910617243056921,joplin,mo,joplin
27980,"kahului-wailuku-lahaina, hi (metropolitan statistical area)",1.0,rpps: all items,107.577,101.129,103.905,104.866,102.677,107.187,102.798,109.036,102.867,104.835,109.08,109.277,111.436,111.145,108.388,-2.7352022685667126,kahului-wailuku-lahaina,hi,kahului
27980,"kahului-wailuku-lahaina, hi (metropolitan statistical area)",2.0,  rpps: goods,100.539,100.391,99.62,98.124,97.404,96.283,97.957,103.458,104.473,101.634,116.616,115.275,112.463,110.142,111.845,-0.5495140624027414,kahului-wailuku-lahaina,hi,kahului
27980,"kahului-wailuku-lahaina, hi (metropolitan statistical area)",3.0,  rpps: services: housing,135.423,102.079,123.199,129.005,118.052,146.182,114.969,144.135,113.416,121.303,127.024,122.663,120.892,128.235,115.364,-4.572676438474002,kahului-wailuku-lahaina,hi,kahului
27980,"kahului-wailuku-lahaina, hi (metropolitan statistical area)",4.0,  rpps: services: utilities,140.071,122.053,156.182,187.855,178.189,171.02,159.651,148.198,155.632,150.291,200.213,208.882,194.105,189.248,205.378,5.807681409546378,kahului-wailuku-lahaina,hi,kahului
27980,"kahului-wailuku-lahaina, hi (metropolitan statistical area)",5.0,  rpps: services: other,102.055,100.067,97.872,99.161,98.19,100.376,99.756,100.461,97.145,100.434,98.175,100.105,103.899,104.276,102.143,-1.6901028883819866,kahului-wailuku-lahaina,hi,kahului
28020,"kalamazoo-portage, mi (metropolitan statistical area)",1.0,rpps: all items,97.493,97.705,95.57,93.782,95.404,96.636,96.331,93.196,96.444,93.403,94.884,94.061,95.269,92.973,94.597,-0.7053711070757657,kalamazoo-portage,mi,kalamazoo
28020,"kalamazoo-portage, mi (metropolitan statistical area)",2.0,  rpps: goods,99.033,97.544,96.553,96.01,97.244,97.048,98.428,97.781,96.851,94.917,97.041,95.815,93.651,94.268,91.857,-1.9156228977800525,kalamazoo-portage,mi,kalamazoo
28020,"kalamazoo-portage, mi (metropolitan statistical area)",3.0,  rpps: services: housing,88.707,91.961,83.151,79.143,85.253,90.119,90.893,77.401,95.789,82.098,84.423,75.674,89.408,76.253,89.631,0.2494183965640647,kalamazoo-portage,mi,kalamazoo
