county_code,county,msa_code,msa,csa_code,csa_title,msa_name,states,types,first_town,state_abbr,msa_short
1001,"autauga, alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA",Montgomery,AL,MSA,Montgomery,AL,"Montgomery, AL"
1003,"baldwin, alabama",C1930,"Daphne-Fairhope-Foley, AL MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA",Daphne-Fairhope-Foley,AL,MSA,Daphne,AL,"Daphne, AL"
1007,"bibb, alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1009,"blount, alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1015,"calhoun, alabama",C1150,"Anniston-Oxford, AL MSA",,,Anniston-Oxford,AL,MSA,Anniston,AL,"Anniston, AL"
1021,"chilton, alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1033,"colbert, alabama",C2252,"Florence-Muscle Shoals, AL MSA",CS250,"Florence-Muscle Shoals-Russellville, AL CSA",Florence-Muscle Shoals,AL,MSA,Florence,AL,"Florence, AL"
1051,"elmore, alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA",Montgomery,AL,MSA,Montgomery,AL,"Montgomery, AL"
1055,"etowah, alabama",C2346,"Gadsden, AL MSA",,,Gadsden,AL,MSA,Gadsden,AL,"Gadsden, AL"
1061,"geneva, alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA",Dothan,AL,MSA,Dothan,AL,"Dothan, AL"
1063,"greene, alabama",C4622,"Tuscaloosa, AL MSA",,,Tuscaloosa,AL,MSA,Tuscaloosa,AL,"Tuscaloosa, AL"
1065,"hale, alabama",C4622,"Tuscaloosa, AL MSA",,,Tuscaloosa,AL,MSA,Tuscaloosa,AL,"Tuscaloosa, AL"
1067,"henry, alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA",Dothan,AL,MSA,Dothan,AL,"Dothan, AL"
1069,"houston, alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA",Dothan,AL,MSA,Dothan,AL,"Dothan, AL"
1073,"jefferson, alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1077,"lauderdale, alabama",C2252,"Florence-Muscle Shoals, AL MSA",CS250,"Florence-Muscle Shoals-Russellville, AL CSA",Florence-Muscle Shoals,AL,MSA,Florence,AL,"Florence, AL"
1079,"lawrence, alabama",C1946,"Decatur, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA",Decatur,AL,MSA,Decatur,AL,"Decatur, AL"
1081,"lee, alabama",C1222,"Auburn-Opelika, AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA",Auburn-Opelika,AL,MSA,Auburn,AL,"Auburn, AL"
1083,"limestone, alabama",C2662,"Huntsville, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA",Huntsville,AL,MSA,Huntsville,AL,"Huntsville, AL"
1085,"lowndes, alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA",Montgomery,AL,MSA,Montgomery,AL,"Montgomery, AL"
1087,"macon, alabama",C1222,"Auburn-Opelika, AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA",Auburn-Opelika,AL,MSA,Auburn,AL,"Auburn, AL"
1089,"madison, alabama",C2662,"Huntsville, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA",Huntsville,AL,MSA,Huntsville,AL,"Huntsville, AL"
1097,"mobile, alabama",C3366,"Mobile, AL MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA",Mobile,AL,MSA,Mobile,AL,"Mobile, AL"
1101,"montgomery, alabama",C3386,"Montgomery, AL MSA",CS388,"Montgomery-Selma, AL CSA",Montgomery,AL,MSA,Montgomery,AL,"Montgomery, AL"
1103,"morgan, alabama",C1946,"Decatur, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL-TN CSA",Decatur,AL,MSA,Decatur,AL,"Decatur, AL"
1107,"pickens, alabama",C4622,"Tuscaloosa, AL MSA",,,Tuscaloosa,AL,MSA,Tuscaloosa,AL,"Tuscaloosa, AL"
1113,"russell, alabama",C1798,"Columbus, GA-AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA",Columbus,GA-AL,MSA,Columbus,GA,"Columbus, GA"
1115,"st. clair, alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1117,"shelby, alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
1125,"tuscaloosa, alabama",C4622,"Tuscaloosa, AL MSA",,,Tuscaloosa,AL,MSA,Tuscaloosa,AL,"Tuscaloosa, AL"
1127,"walker, alabama",C1382,"Birmingham, AL MSA",CS142,"Birmingham-Cullman-Talladega, AL CSA",Birmingham,AL,MSA,Birmingham,AL,"Birmingham, AL"
2020,"anchorage municipality, alaska",C1126,"Anchorage, AK MSA",,,Anchorage,AK,MSA,Anchorage,AK,"Anchorage, AK"
2090,"fairbanks north star borough, alaska",C2182,"Fairbanks-College, AK MSA",,,Fairbanks-College,AK,MSA,Fairbanks,AK,"Fairbanks, AK"
2170,"matanuska-susitna borough, alaska",C1126,"Anchorage, AK MSA",,,Anchorage,AK,MSA,Anchorage,AK,"Anchorage, AK"
4003,"cochise, arizona",C4342,"Sierra Vista-Douglas, AZ MSA",,,Sierra Vista-Douglas,AZ,MSA,Sierra Vista,AZ,"Sierra Vista, AZ"
4005,"coconino, arizona",C2238,"Flagstaff, AZ MSA",,,Flagstaff,AZ,MSA,Flagstaff,AZ,"Flagstaff, AZ"
4013,"maricopa, arizona",C3806,"Phoenix-Mesa-Chandler, AZ MSA",CS429,"Phoenix-Mesa, AZ CSA",Phoenix-Mesa-Chandler,AZ,MSA,Phoenix,AZ,"Phoenix, AZ"
4015,"mohave, arizona",C2942,"Lake Havasu City-Kingman, AZ MSA",,,Lake Havasu City-Kingman,AZ,MSA,Lake Havasu City,AZ,"Lake Havasu City, AZ"
4019,"pima, arizona",C4606,"Tucson, AZ MSA",CS536,"Tucson-Nogales, AZ CSA",Tucson,AZ,MSA,Tucson,AZ,"Tucson, AZ"
4021,"pinal, arizona",C3806,"Phoenix-Mesa-Chandler, AZ MSA",CS429,"Phoenix-Mesa, AZ CSA",Phoenix-Mesa-Chandler,AZ,MSA,Phoenix,AZ,"Phoenix, AZ"
4025,"yavapai, arizona",C3915,"Prescott Valley-Prescott, AZ MSA",,,Prescott Valley-Prescott,AZ,MSA,Prescott Valley,AZ,"Prescott Valley, AZ"
4027,"yuma, arizona",C4974,"Yuma, AZ MSA",,,Yuma,AZ,MSA,Yuma,AZ,"Yuma, AZ"
5007,"benton, arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,,Fayetteville-Springdale-Rogers,AR,MSA,Fayetteville,AR,"Fayetteville, AR"
5031,"craighead, arkansas",C2786,"Jonesboro, AR MSA",CS308,"Jonesboro-Paragould, AR CSA",Jonesboro,AR,MSA,Jonesboro,AR,"Jonesboro, AR"
5033,"crawford, arkansas",C2290,"Fort Smith, AR-OK MSA",,,Fort Smith,AR-OK,MSA,Fort Smith,AR,"Fort Smith, AR"
5035,"crittenden, arkansas",C3282,"Memphis, TN-MS-AR MSA",CS368,"Memphis-Clarksdale-Forrest City, TN-MS-AR CSA",Memphis,TN-MS-AR,MSA,Memphis,TN,"Memphis, TN"
5045,"faulkner, arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5051,"garland, arkansas",C2630,"Hot Springs, AR MSA",CS284,"Hot Springs-Malvern, AR CSA",Hot Springs,AR,MSA,Hot Springs,AR,"Hot Springs, AR"
5053,"grant, arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5081,"little river, arkansas",C4550,"Texarkana, TX-AR MSA",,,Texarkana,TX-AR,MSA,Texarkana,TX,"Texarkana, TX"
5085,"lonoke, arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5087,"madison, arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,,Fayetteville-Springdale-Rogers,AR,MSA,Fayetteville,AR,"Fayetteville, AR"
5091,"miller, arkansas",C4550,"Texarkana, TX-AR MSA",,,Texarkana,TX-AR,MSA,Texarkana,TX,"Texarkana, TX"
5105,"perry, arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5111,"poinsett, arkansas",C2786,"Jonesboro, AR MSA",CS308,"Jonesboro-Paragould, AR CSA",Jonesboro,AR,MSA,Jonesboro,AR,"Jonesboro, AR"
5119,"pulaski, arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5125,"saline, arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA",Little Rock-North Little Rock-Conway,AR,MSA,Little Rock,AR,"Little Rock, AR"
5131,"sebastian, arkansas",C2290,"Fort Smith, AR-OK MSA",,,Fort Smith,AR-OK,MSA,Fort Smith,AR,"Fort Smith, AR"
5143,"washington, arkansas",C2222,"Fayetteville-Springdale-Rogers, AR MSA",,,Fayetteville-Springdale-Rogers,AR,MSA,Fayetteville,AR,"Fayetteville, AR"
6001,"alameda, california",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6007,"butte, california",C1702,"Chico, CA MSA",,,Chico,CA,MSA,Chico,CA,"Chico, CA"
6013,"contra costa, california",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6017,"el dorado, california",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Sacramento-Roseville-Folsom,CA,MSA,Sacramento,CA,"Sacramento, CA"
6019,"fresno, california",C2342,"Fresno, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA",Fresno,CA,MSA,Fresno,CA,"Fresno, CA"
6025,"imperial, california",C2094,"El Centro, CA MSA",,,El Centro,CA,MSA,El Centro,CA,"El Centro, CA"
6029,"kern, california",C1254,"Bakersfield-Delano, CA MSA",,,Bakersfield-Delano,CA,MSA,Bakersfield,CA,"Bakersfield, CA"
6031,"kings, california",C2526,"Hanford-Corcoran, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA",Hanford-Corcoran,CA,MSA,Hanford,CA,"Hanford, CA"
6037,"los angeles, california",C3108,"Los Angeles-Long Beach-Anaheim, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Los Angeles-Long Beach-Anaheim,CA,MSA,Los Angeles,CA,"Los Angeles, CA"
6039,"madera, california",C2342,"Fresno, CA MSA",CS260,"Fresno-Hanford-Corcoran, CA CSA",Fresno,CA,MSA,Fresno,CA,"Fresno, CA"
6041,"marin, california",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6047,"merced, california",C3290,"Merced, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Merced,CA,MSA,Merced,CA,"Merced, CA"
6053,"monterey, california",C4150,"Salinas, CA MSA",,,Salinas,CA,MSA,Salinas,CA,"Salinas, CA"
6055,"napa, california",C3490,"Napa, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Napa,CA,MSA,Napa,CA,"Napa, CA"
6059,"orange, california",C3108,"Los Angeles-Long Beach-Anaheim, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Los Angeles-Long Beach-Anaheim,CA,MSA,Los Angeles,CA,"Los Angeles, CA"
6061,"placer, california",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Sacramento-Roseville-Folsom,CA,MSA,Sacramento,CA,"Sacramento, CA"
6065,"riverside, california",C4014,"Riverside-San Bernardino-Ontario, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Riverside-San Bernardino-Ontario,CA,MSA,Riverside,CA,"Riverside, CA"
6067,"sacramento, california",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Sacramento-Roseville-Folsom,CA,MSA,Sacramento,CA,"Sacramento, CA"
6069,"san benito, california",C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Jose-Sunnyvale-Santa Clara,CA,MSA,San Jose,CA,"San Jose, CA"
6071,"san bernardino, california",C4014,"Riverside-San Bernardino-Ontario, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Riverside-San Bernardino-Ontario,CA,MSA,Riverside,CA,"Riverside, CA"
6073,"san diego, california",C4174,"San Diego-Chula Vista-Carlsbad, CA MSA",,,San Diego-Chula Vista-Carlsbad,CA,MSA,San Diego,CA,"San Diego, CA"
6075,"san francisco, california",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6077,"san joaquin, california",C4470,"Stockton-Lodi, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Stockton-Lodi,CA,MSA,Stockton,CA,"Stockton, CA"
6079,"san luis obispo, california",C4202,"San Luis Obispo-Paso Robles, CA MSA",,,San Luis Obispo-Paso Robles,CA,MSA,San Luis Obispo,CA,"San Luis Obispo, CA"
6081,"san mateo, california",C4186,"San Francisco-Oakland-Fremont, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Francisco-Oakland-Fremont,CA,MSA,San Francisco,CA,"San Francisco, CA"
6083,"santa barbara, california",C4220,"Santa Maria-Santa Barbara, CA MSA",,,Santa Maria-Santa Barbara,CA,MSA,Santa Maria,CA,"Santa Maria, CA"
6085,"santa clara, california",C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",San Jose-Sunnyvale-Santa Clara,CA,MSA,San Jose,CA,"San Jose, CA"
6087,"santa cruz, california",C4210,"Santa Cruz-Watsonville, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Santa Cruz-Watsonville,CA,MSA,Santa Cruz,CA,"Santa Cruz, CA"
6089,"shasta, california",C3982,"Redding, CA MSA",CS454,"Redding-Red Bluff, CA CSA",Redding,CA,MSA,Redding,CA,"Redding, CA"
6095,"solano, california",C4670,"Vallejo, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Vallejo,CA,MSA,Vallejo,CA,"Vallejo, CA"
6097,"sonoma, california",C4222,"Santa Rosa-Petaluma, CA MSA",,,Santa Rosa-Petaluma,CA,MSA,Santa Rosa,CA,"Santa Rosa, CA"
6099,"stanislaus, california",C3370,"Modesto, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA",Modesto,CA,MSA,Modesto,CA,"Modesto, CA"
6101,"sutter, california",C4970,"Yuba City, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Yuba City,CA,MSA,Yuba City,CA,"Yuba City, CA"
6107,"tulare, california",C4730,"Visalia, CA MSA",,,Visalia,CA,MSA,Visalia,CA,"Visalia, CA"
6111,"ventura, california",C3710,"Oxnard-Thousand Oaks-Ventura, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA",Oxnard-Thousand Oaks-Ventura,CA,MSA,Oxnard,CA,"Oxnard, CA"
6113,"yolo, california",C4090,"Sacramento-Roseville-Folsom, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Sacramento-Roseville-Folsom,CA,MSA,Sacramento,CA,"Sacramento, CA"
6115,"yuba, california",C4970,"Yuba City, CA MSA",CS472,"Sacramento-Roseville, CA CSA",Yuba City,CA,MSA,Yuba City,CA,"Yuba City, CA"
8001,"adams, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8005,"arapahoe, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8013,"boulder, colorado",C1450,"Boulder, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Boulder,CO,MSA,Boulder,CO,"Boulder, CO"
8014,"broomfield, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8019,"clear creek, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8031,"denver, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8035,"douglas, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8039,"elbert, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8041,"el paso, colorado",C1782,"Colorado Springs, CO MSA",,,Colorado Springs,CO,MSA,Colorado Springs,CO,"Colorado Springs, CO"
8047,"gilpin, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8059,"jefferson, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8069,"larimer, colorado",C2266,"Fort Collins-Loveland, CO MSA",,,Fort Collins-Loveland,CO,MSA,Fort Collins,CO,"Fort Collins, CO"
8077,"mesa, colorado",C2430,"Grand Junction, CO MSA",,,Grand Junction,CO,MSA,Grand Junction,CO,"Grand Junction, CO"
8093,"park, colorado",C1974,"Denver-Aurora-Centennial, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Denver-Aurora-Centennial,CO,MSA,Denver,CO,"Denver, CO"
8101,"pueblo, colorado",C3938,"Pueblo, CO MSA",CS444,"Pueblo-Canon City, CO CSA",Pueblo,CO,MSA,Pueblo,CO,"Pueblo, CO"
8119,"teller, colorado",C1782,"Colorado Springs, CO MSA",,,Colorado Springs,CO,MSA,Colorado Springs,CO,"Colorado Springs, CO"
8123,"weld, colorado",C2454,"Greeley, CO MSA",CS216,"Denver-Aurora-Greeley, CO CSA",Greeley,CO,MSA,Greeley,CO,"Greeley, CO"
9110,"capitol planning region, connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",Hartford-West Hartford-East Hartford,CT,MSA,Hartford,CT,"Hartford, CT"
9120,"greater bridgeport planning region, connecticut",C1486,"Bridgeport-Stamford-Danbury, CT MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",Bridgeport-Stamford-Danbury,CT,MSA,Bridgeport,CT,"Bridgeport, CT"
9130,"lower connecticut river valley planning region, connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",Hartford-West Hartford-East Hartford,CT,MSA,Hartford,CT,"Hartford, CT"
9140,"naugatuck valley planning region, connecticut",C4793,"Waterbury-Shelton, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",Waterbury-Shelton,CT,MSA,Waterbury,CT,"Waterbury, CT"
9170,"south central connecticut planning region, connecticut",C3530,"New Haven, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",New Haven,CT,MSA,New Haven,CT,"New Haven, CT"
9180,"southeastern connecticut planning region, connecticut",C3598,"Norwich-New London-Willimantic, CT MSA",CS405,"New Haven-Hartford-Waterbury, CT CSA",Norwich-New London-Willimantic,CT,MSA,Norwich,CT,"Norwich, CT"
9190,"western connecticut planning region, connecticut",C1486,"Bridgeport-Stamford-Danbury, CT MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA",Bridgeport-Stamford-Danbury,CT,MSA,Bridgeport,CT,"Bridgeport, CT"
10001,"kent, delaware",C2010,"Dover, DE MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Dover,DE,MSA,Dover,DE,"Dover, DE"
10003,"new castle, delaware",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,MSA,Philadelphia,PA,"Philadelphia, PA"
11001,district of columbia,C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",Washington-Arlington-Alexandria,DC-VA-MD-WV,MSA,Washington,DC,"Washington, DC"
12001,"alachua, florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA",Gainesville,FL,MSA,Gainesville,FL,"Gainesville, FL"
12003,"baker, florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA",Jacksonville,FL,MSA,Jacksonville,FL,"Jacksonville, FL"
12005,"bay, florida",C3746,"Panama City-Panama City Beach, FL MSA",,,Panama City-Panama City Beach,FL,MSA,Panama City,FL,"Panama City, FL"
12009,"brevard, florida",C3734,"Palm Bay-Melbourne-Titusville, FL MSA",,,Palm Bay-Melbourne-Titusville,FL,MSA,Palm Bay,FL,"Palm Bay, FL"
12011,"broward, florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA",Miami-Fort Lauderdale-West Palm Beach,FL,MSA,Miami,FL,"Miami, FL"
12015,"charlotte, florida",C3946,"Punta Gorda, FL MSA",CS412,"North Port-Bradenton, FL CSA",Punta Gorda,FL,MSA,Punta Gorda,FL,"Punta Gorda, FL"
12017,"citrus, florida",C2614,"Homosassa Springs, FL MSA",,,Homosassa Springs,FL,MSA,Homosassa Springs,FL,"Homosassa Springs, FL"
12019,"clay, florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA",Jacksonville,FL,MSA,Jacksonville,FL,"Jacksonville, FL"
12021,"collier, florida",C3494,"Naples-Marco Island, FL MSA",CS163,"Cape Coral-Fort Myers-Naples, FL CSA",Naples-Marco Island,FL,MSA,Naples,FL,"Naples, FL"
12031,"duval, florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA",Jacksonville,FL,MSA,Jacksonville,FL,"Jacksonville, FL"
12033,"escambia, florida",C3786,"Pensacola-Ferry Pass-Brent, FL MSA",,,Pensacola-Ferry Pass-Brent,FL,MSA,Pensacola,FL,"Pensacola, FL"
12035,"flagler, florida",C1966,"Deltona-Daytona Beach-Ormond Beach, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA",Deltona-Daytona Beach-Ormond Beach,FL,MSA,Deltona,FL,"Deltona, FL"
12039,"gadsden, florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA",Tallahassee,FL,MSA,Tallahassee,FL,"Tallahassee, FL"
12041,"gilchrist, florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA",Gainesville,FL,MSA,Gainesville,FL,"Gainesville, FL"
12053,"hernando, florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,,Tampa-St. Petersburg-Clearwater,FL,MSA,Tampa,FL,"Tampa, FL"
12055,"highlands, florida",C4270,"Sebring, FL MSA",,,Sebring,FL,MSA,Sebring,FL,"Sebring, FL"
12057,"hillsborough, florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,,Tampa-St. Petersburg-Clearwater,FL,MSA,Tampa,FL,"Tampa, FL"
12061,"indian river, florida",C4268,"Sebastian-Vero Beach-West Vero Corridor, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA",Sebastian-Vero Beach-West Vero Corridor,FL,MSA,Sebastian,FL,"Sebastian, FL"
12065,"jefferson, florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA",Tallahassee,FL,MSA,Tallahassee,FL,"Tallahassee, FL"
12069,"lake, florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Lakeland-Deltona, FL CSA",Orlando-Kissimmee-Sanford,FL,MSA,Orlando,FL,"Orlando, FL"
12071,"lee, florida",C1598,"Cape Coral-Fort Myers, FL MSA",CS163,"Cape Coral-Fort Myers-Naples, FL CSA",Cape Coral-Fort Myers,FL,MSA,Cape Coral,FL,"Cape Coral, FL"
12073,"leon, florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA",Tallahassee,FL,MSA,Tallahassee,FL,"Tallahassee, FL"
12075,"levy, florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA",Gainesville,FL,MSA,Gainesville,FL,"Gainesville, FL"
12081,"manatee, florida",C3584,"North Port-Bradenton-Sarasota, FL MSA",CS412,"North Port-Bradenton, FL CSA",North Port-Bradenton-Sarasota,FL,MSA,North Port,FL,"North Port, FL"
12083,"marion, florida",C3610,"Ocala, FL MSA",,,Ocala,FL,MSA,Ocala,FL,"Ocala, FL"
12085,"martin, florida",C3894,"Port St. Lucie, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA",Port St. Lucie,FL,MSA,Port St. Lucie,FL,"Port St. Lucie, FL"
12086,"miami-dade, florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA",Miami-Fort Lauderdale-West Palm Beach,FL,MSA,Miami,FL,"Miami, FL"
12089,"nassau, florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-Kingsland-Palatka, FL-GA CSA",Jacksonville,FL,MSA,Jacksonville,FL,"Jacksonville, FL"
